structure_id,band_gap_eV,is_non_zero_gap,e_above_hull_eV,is_stable,is_experimental_ICSD
0,1.5,True,0.0,True,True
1,1.5,True,0.0,True,True
2,1.5,True,0.0,True,True
3,1.5,True,0.0,True,True
4,1.5,True,0.0,True,True
5,1.5,True,0.0,True,True
6,1.5,True,0.0,True,True
7,1.5,True,0.0,True,True
8,1.5,True,0.0,True,True
9,1.5,True,0.0,True,True
10,1.5,True,0.0,True,True
11,1.5,True,0.0,True,True
12,1.5,True,0.0,True,True
13,1.5,True,0.0,True,True
14,1.5,True,0.0,True,True
15,1.5,True,0.0,True,True
16,1.5,True,0.0,True,True
17,1.5,True,0.0,True,True
18,1.5,True,0.0,True,True
19,1.5,True,0.0,True,True
20,1.5,True,0.0,True,True
21,1.5,True,0.0,True,True
22,1.5,True,0.0,True,True
23,1.5,True,0.0,True,True
24,1.5,True,0.0,True,True
25,1.5,True,0.0,True,True
26,1.5,True,0.0,True,True
27,1.5,True,0.0,True,True
28,1.5,True,0.0,True,True
29,1.5,True,0.0,True,True
30,1.5,True,0.0,True,True
31,1.5,True,0.0,True,True
32,1.5,True,0.0,True,True
33,1.5,True,0.0,True,True
34,1.5,True,0.0,True,True
35,1.5,True,0.0,True,True
36,1.5,True,0.0,True,True
37,1.5,True,0.0,True,True
38,1.5,True,0.0,True,True
39,1.5,True,0.0,True,True
40,1.5,True,0.0,True,True
41,1.5,True,0.0,True,True
42,1.5,True,0.0,True,True
43,1.5,True,0.0,True,True
44,1.5,True,0.0,True,True
45,1.5,True,0.0,True,True
46,1.5,True,0.0,True,True
47,1.5,True,0.0,True,True
48,1.5,True,0.0,True,True
49,1.5,True,0.0,True,True
50,1.5,True,0.0,True,True
51,1.5,True,0.0,True,True
52,1.5,True,0.0,True,True
53,1.5,True,0.0,True,True
54,1.5,True,0.0,True,True
55,1.5,True,0.0,True,True
56,1.5,True,0.0,True,True
57,1.5,True,0.0,True,True
58,1.5,True,0.0,True,True
59,1.5,True,0.0,True,True
60,1.5,True,0.0,True,True
61,1.5,True,0.0,True,True
62,1.5,True,0.0,True,True
63,1.5,True,0.0,True,True
64,1.5,True,0.0,True,True
65,1.5,True,0.0,True,True
66,1.5,True,0.0,True,True
67,1.5,True,0.0,True,True
68,1.5,True,0.0,True,True
69,1.5,True,0.0,True,True
70,1.5,True,0.0,True,True
71,1.5,True,0.0,True,True
72,1.5,True,0.0,True,True
73,1.5,True,0.0,True,True
74,1.5,True,0.0,True,True
75,1.5,True,0.0,True,True
76,1.5,True,0.0,True,True
77,1.5,True,0.0,True,True
78,1.5,True,0.0,True,True
79,1.5,True,0.0,True,True
80,1.5,True,0.0,True,True
81,1.5,True,0.0,True,True
82,1.5,True,0.0,True,True
83,1.5,True,0.0,True,True
84,1.5,True,0.0,True,True
85,1.5,True,0.0,True,True
86,1.5,True,0.0,True,True
87,1.5,True,0.0,True,True
88,1.5,True,0.0,True,True
89,1.5,True,0.0,True,True
90,1.5,True,0.0,True,True
91,1.5,True,0.0,True,True
92,1.5,True,0.0,True,True
93,1.5,True,0.0,True,True
94,1.5,True,0.0,True,True
95,1.5,True,0.0,True,True
96,1.5,True,0.0,True,True
97,1.5,True,0.0,True,True
98,1.5,True,0.0,True,True
99,1.5,True,0.0,True,True
100,1.5,True,0.0,True,True
101,1.5,True,0.0,True,True
102,1.5,True,0.0,True,True
103,1.5,True,0.0,True,True
104,1.5,True,0.0,True,True
105,1.5,True,0.0,True,True
106,1.5,True,0.0,True,True
107,1.5,True,0.0,True,True
108,1.5,True,0.0,True,True
109,1.5,True,0.0,True,True
110,1.5,True,0.0,True,True
111,1.5,True,0.0,True,True
112,1.5,True,0.0,True,True
113,1.5,True,0.0,True,True
114,1.5,True,0.0,True,True
115,1.5,True,0.0,True,True
116,1.5,True,0.0,True,True
117,1.5,True,0.0,True,True
118,1.5,True,0.0,True,True
119,1.5,True,0.0,True,True
120,1.5,True,0.0,True,True
121,1.5,True,0.0,True,True
122,1.5,True,0.0,True,True
123,1.5,True,0.0,True,True
124,1.5,True,0.0,True,True
125,1.5,True,0.0,True,True
126,1.5,True,0.0,True,True
127,1.5,True,0.0,True,True
128,1.5,True,0.0,True,True
129,1.5,True,0.0,True,True
130,1.5,True,0.0,True,True
131,1.5,True,0.0,True,True
132,1.5,True,0.0,True,True
133,1.5,True,0.0,True,True
134,1.5,True,0.0,True,True
135,1.5,True,0.0,True,True
136,1.5,True,0.0,True,True
137,1.5,True,0.0,True,True
138,1.5,True,0.0,True,True
139,1.5,True,0.0,True,True
140,1.5,True,0.0,True,True
141,1.5,True,0.0,True,True
142,1.5,True,0.0,True,True
143,1.5,True,0.0,True,True
144,1.5,True,0.0,True,True
145,1.5,True,0.0,True,True
146,1.5,True,0.0,True,True
147,1.5,True,0.0,True,True
148,1.5,True,0.0,True,True
149,1.5,True,0.0,True,True
150,1.5,True,0.0,True,True
151,1.5,True,0.0,True,True
152,1.5,True,0.0,True,True
153,1.5,True,0.0,True,True
154,1.5,True,0.0,True,True
155,1.5,True,0.0,True,True
156,1.5,True,0.0,True,True
157,1.5,True,0.0,True,True
158,1.5,True,0.0,True,True
159,1.5,True,0.0,True,True
160,1.5,True,0.0,True,True
161,1.5,True,0.0,True,True
162,1.5,True,0.0,True,True
163,1.5,True,0.0,True,True
164,1.5,True,0.0,True,True
165,1.5,True,0.0,True,True
166,1.5,True,0.0,True,True
167,1.5,True,0.0,True,True
168,1.5,True,0.0,True,True
169,1.5,True,0.0,True,True
170,1.5,True,0.0,True,True
171,1.5,True,0.0,True,True
172,1.5,True,0.0,True,True
173,1.5,True,0.0,True,True
174,1.5,True,0.0,True,True
175,1.5,True,0.0,True,True
176,1.5,True,0.0,True,True
177,1.5,True,0.0,True,True
178,1.5,True,0.0,True,True
179,1.5,True,0.0,True,True
180,1.5,True,0.0,True,True
181,1.5,True,0.0,True,True
182,1.5,True,0.0,True,True
183,1.5,True,0.0,True,True
184,1.5,True,0.0,True,True
185,1.5,True,0.0,True,True
186,1.5,True,0.0,True,True
187,1.5,True,0.0,True,True
188,1.5,True,0.0,True,True
189,1.5,True,0.0,True,True
190,1.5,True,0.0,True,True
191,1.5,True,0.0,True,True
192,1.5,True,0.0,True,True
193,1.5,True,0.0,True,True
194,1.5,True,0.0,True,True
195,1.5,True,0.0,True,True
196,1.5,True,0.0,True,True
197,1.5,True,0.0,True,True
198,1.5,True,0.0,True,True
199,1.5,True,0.0,True,True
200,1.5,True,0.0,True,True
201,1.5,True,0.0,True,True
202,1.5,True,0.0,True,True
203,1.5,True,0.0,True,True
204,1.5,True,0.0,True,True
205,1.5,True,0.0,True,True
206,1.5,True,0.0,True,True
207,1.5,True,0.0,True,True
208,1.5,True,0.0,True,True
209,1.5,True,0.0,True,True
210,1.5,True,0.0,True,True
211,1.5,True,0.0,True,True
212,1.5,True,0.0,True,True
213,1.5,True,0.0,True,True
214,1.5,True,0.0,True,True
215,1.5,True,0.0,True,True
216,1.5,True,0.0,True,True
217,1.5,True,0.0,True,True
218,1.5,True,0.0,True,True
219,1.5,True,0.0,True,True
220,1.5,True,0.0,True,True
221,1.5,True,0.0,True,True
222,1.5,True,0.0,True,True
223,1.5,True,0.0,True,True
224,1.5,True,0.0,True,True
225,1.5,True,0.0,True,True
226,1.5,True,0.0,True,True
227,1.5,True,0.0,True,True
228,1.5,True,0.0,True,True
229,1.5,True,0.0,True,True
230,1.5,True,0.0,True,True
231,1.5,True,0.0,True,True
232,1.5,True,0.0,True,True
233,1.5,True,0.0,True,True
234,1.5,True,0.0,True,True
235,1.5,True,0.0,True,True
236,1.5,True,0.0,True,True
237,1.5,True,0.0,True,True
238,1.5,True,0.0,True,True
239,1.5,True,0.0,True,True
240,1.5,True,0.0,True,True
241,1.5,True,0.0,True,True
242,1.5,True,0.0,True,True
243,1.5,True,0.0,True,True
244,1.5,True,0.0,True,True
245,1.5,True,0.0,True,True
246,1.5,True,0.0,True,True
247,1.5,True,0.0,True,True
248,1.5,True,0.0,True,True
249,1.5,True,0.0,True,True
250,1.5,True,0.0,True,True
251,1.5,True,0.0,True,True
252,1.5,True,0.0,True,True
253,1.5,True,0.0,True,True
254,1.5,True,0.0,True,True
255,1.5,True,0.0,True,True
256,1.5,True,0.0,True,True
257,1.5,True,0.0,True,True
258,1.5,True,0.0,True,True
259,1.5,True,0.0,True,True
260,1.5,True,0.0,True,True
261,1.5,True,0.0,True,True
262,1.5,True,0.0,True,True
263,1.5,True,0.0,True,True
264,1.5,True,0.0,True,True
265,1.5,True,0.0,True,True
266,1.5,True,0.0,True,True
267,1.5,True,0.0,True,True
268,1.5,True,0.0,True,True
269,1.5,True,0.0,True,True
270,1.5,True,0.0,True,True
271,1.5,True,0.0,True,True
272,1.5,True,0.0,True,True
273,1.5,True,0.0,True,True
274,1.5,True,0.0,True,True
275,1.5,True,0.0,True,True
276,1.5,True,0.0,True,True
277,1.5,True,0.0,True,True
278,1.5,True,0.0,True,True
279,1.5,True,0.0,True,True
280,1.5,True,0.0,True,True
281,1.5,True,0.0,True,True
282,1.5,True,0.0,True,True
283,1.5,True,0.0,True,True
284,1.5,True,0.0,True,True
285,1.5,True,0.0,True,True
286,1.5,True,0.0,True,True
287,1.5,True,0.0,True,True
288,1.5,True,0.0,True,True
289,1.5,True,0.0,True,True
290,1.5,True,0.0,True,True
291,1.5,True,0.0,True,True
292,1.5,True,0.0,True,True
293,1.5,True,0.0,True,True
294,1.5,True,0.0,True,True
295,1.5,True,0.0,True,True
296,1.5,True,0.0,True,True
297,1.5,True,0.0,True,True
298,1.5,True,0.0,True,True
299,1.5,True,0.0,True,True
300,1.5,True,0.0,True,True
301,1.5,True,0.0,True,True
302,1.5,True,0.0,True,True
303,1.5,True,0.0,True,True
304,1.5,True,0.0,True,True
305,1.5,True,0.0,True,True
306,1.5,True,0.0,True,True
307,1.5,True,0.0,True,True
308,1.5,True,0.0,True,True
309,1.5,True,0.0,True,True
310,1.5,True,0.0,True,True
311,1.5,True,0.0,True,True
312,1.5,True,0.0,True,True
313,1.5,True,0.0,True,True
314,1.5,True,0.0,True,True
315,1.5,True,0.0,True,True
316,1.5,True,0.0,True,True
317,1.5,True,0.0,True,True
318,1.5,True,0.0,True,True
319,1.5,True,0.0,True,True
320,1.5,True,0.0,True,True
321,1.5,True,0.0,True,True
322,1.5,True,0.0,True,True
323,1.5,True,0.0,True,True
324,1.5,True,0.0,True,True
325,1.5,True,0.0,True,True
326,1.5,True,0.0,True,True
327,1.5,True,0.0,True,True
328,1.5,True,0.0,True,True
329,1.5,True,0.0,True,True
330,1.5,True,0.0,True,True
331,1.5,True,0.0,True,True
332,1.5,True,0.0,True,True
333,1.5,True,0.0,True,True
334,1.5,True,0.0,True,True
335,1.5,True,0.0,True,True
336,1.5,True,0.0,True,True
337,1.5,True,0.0,True,True
338,1.5,True,0.0,True,True
339,1.5,True,0.0,True,True
340,1.5,True,0.0,True,True
341,1.5,True,0.0,True,True
342,1.5,True,0.0,True,True
343,1.5,True,0.0,True,True
344,1.5,True,0.0,True,True
345,1.5,True,0.0,True,True
346,1.5,True,0.0,True,True
347,1.5,True,0.0,True,True
348,1.5,True,0.0,True,True
349,1.5,True,0.0,True,True
350,1.5,True,0.0,True,True
351,1.5,True,0.0,True,True
352,1.5,True,0.0,True,True
353,1.5,True,0.0,True,True
354,1.5,True,0.0,True,True
355,1.5,True,0.0,True,True
356,1.5,True,0.0,True,True
357,1.5,True,0.0,True,True
358,1.5,True,0.0,True,True
359,1.5,True,0.0,True,True
360,1.5,True,0.0,True,True
361,1.5,True,0.0,True,True
362,1.5,True,0.0,True,True
363,1.5,True,0.0,True,True
364,1.5,True,0.0,True,True
365,1.5,True,0.0,True,True
366,1.5,True,0.0,True,True
367,1.5,True,0.0,True,True
368,1.5,True,0.0,True,True
369,1.5,True,0.0,True,True
370,1.5,True,0.0,True,True
371,1.5,True,0.0,True,True
372,1.5,True,0.0,True,True
373,1.5,True,0.0,True,True
374,1.5,True,0.0,True,True
375,1.5,True,0.0,True,True
376,1.5,True,0.0,True,True
377,1.5,True,0.0,True,True
378,1.5,True,0.0,True,True
379,1.5,True,0.0,True,True
380,1.5,True,0.0,True,True
381,1.5,True,0.0,True,True
382,1.5,True,0.0,True,True
383,1.5,True,0.0,True,True
384,1.5,True,0.0,True,True
385,1.5,True,0.0,True,True
386,1.5,True,0.0,True,True
387,1.5,True,0.0,True,True
388,1.5,True,0.0,True,True
389,1.5,True,0.0,True,True
390,1.5,True,0.0,True,True
391,1.5,True,0.0,True,True
392,1.5,True,0.0,True,True
393,1.5,True,0.0,True,True
394,1.5,True,0.0,True,True
395,1.5,True,0.0,True,True
396,1.5,True,0.0,True,True
397,1.5,True,0.0,True,True
398,1.5,True,0.0,True,True
399,1.5,True,0.0,True,True
400,1.5,True,0.0,True,True
401,1.5,True,0.0,True,True
402,1.5,True,0.0,True,True
403,1.5,True,0.0,True,True
404,1.5,True,0.0,True,True
405,1.5,True,0.0,True,True
406,1.5,True,0.0,True,True
407,1.5,True,0.0,True,True
408,1.5,True,0.0,True,True
409,1.5,True,0.0,True,True
410,1.5,True,0.0,True,True
411,1.5,True,0.0,True,True
412,1.5,True,0.0,True,True
413,1.5,True,0.0,True,True
414,1.5,True,0.0,True,True
415,1.5,True,0.0,True,True
416,1.5,True,0.0,True,True
417,1.5,True,0.0,True,True
418,1.5,True,0.0,True,True
419,1.5,True,0.0,True,True
420,1.5,True,0.0,True,True
421,1.5,True,0.0,True,True
422,1.5,True,0.0,True,True
423,1.5,True,0.0,True,True
424,1.5,True,0.0,True,True
425,1.5,True,0.0,True,True
426,1.5,True,0.0,True,True
427,1.5,True,0.0,True,True
428,1.5,True,0.0,True,True
429,1.5,True,0.0,True,True
430,1.5,True,0.0,True,True
431,1.5,True,0.0,True,True
432,1.5,True,0.0,True,True
433,1.5,True,0.0,True,True
434,1.5,True,0.0,True,True
435,1.5,True,0.0,True,True
436,1.5,True,0.0,True,True
437,1.5,True,0.0,True,True
438,1.5,True,0.0,True,True
439,1.5,True,0.0,True,True
440,1.5,True,0.0,True,True
441,1.5,True,0.0,True,True
442,1.5,True,0.0,True,True
443,1.5,True,0.0,True,True
444,1.5,True,0.0,True,True
445,1.5,True,0.0,True,True
446,1.5,True,0.0,True,True
447,1.5,True,0.0,True,True
448,1.5,True,0.0,True,True
449,1.5,True,0.0,True,True
450,1.5,True,0.0,True,True
451,1.5,True,0.0,True,True
452,1.5,True,0.0,True,True
453,1.5,True,0.0,True,True
454,1.5,True,0.0,True,True
455,1.5,True,0.0,True,True
456,1.5,True,0.0,True,True
457,1.5,True,0.0,True,True
458,1.5,True,0.0,True,True
459,1.5,True,0.0,True,True
460,1.5,True,0.0,True,True
461,1.5,True,0.0,True,True
462,1.5,True,0.0,True,True
463,1.5,True,0.0,True,True
464,1.5,True,0.0,True,True
465,1.5,True,0.0,True,True
466,1.5,True,0.0,True,True
467,1.5,True,0.0,True,True
468,1.5,True,0.0,True,True
469,1.5,True,0.0,True,True
470,1.5,True,0.0,True,True
471,1.5,True,0.0,True,True
472,1.5,True,0.0,True,True
473,1.5,True,0.0,True,True
474,1.5,True,0.0,True,True
475,1.5,True,0.0,True,True
476,1.5,True,0.0,True,True
477,1.5,True,0.0,True,True
478,1.5,True,0.0,True,True
479,1.5,True,0.0,True,True
480,1.5,True,0.0,True,True
481,1.5,True,0.0,True,True
482,1.5,True,0.0,True,True
483,1.5,True,0.0,True,True
484,1.5,True,0.0,True,True
485,1.5,True,0.0,True,True
486,1.5,True,0.0,True,True
487,1.5,True,0.0,True,True
488,1.5,True,0.0,True,True
489,1.5,True,0.0,True,True
490,1.5,True,0.0,True,True
491,1.5,True,0.0,True,True
492,1.5,True,0.0,True,True
493,1.5,True,0.0,True,True
494,1.5,True,0.0,True,True
495,1.5,True,0.0,True,True
496,1.5,True,0.0,True,True
497,1.5,True,0.0,True,True
498,1.5,True,0.0,True,True
499,1.5,True,0.0,True,True
500,1.5,True,0.0,True,True
501,1.5,True,0.0,True,True
502,1.5,True,0.0,True,True
503,1.5,True,0.0,True,True
504,1.5,True,0.0,True,True
505,1.5,True,0.0,True,True
506,1.5,True,0.0,True,True
507,1.5,True,0.0,True,True
508,1.5,True,0.0,True,True
509,1.5,True,0.0,True,True
510,1.5,True,0.0,True,True
511,1.5,True,0.0,True,True
512,1.5,True,0.0,True,True
513,1.5,True,0.0,True,True
514,1.5,True,0.0,True,True
515,1.5,True,0.0,True,True
516,1.5,True,0.0,True,True
517,1.5,True,0.0,True,True
518,1.5,True,0.0,True,True
519,1.5,True,0.0,True,True
520,1.5,True,0.0,True,True
521,1.5,True,0.0,True,True
522,1.5,True,0.0,True,True
523,1.5,True,0.0,True,True
524,1.5,True,0.0,True,True
525,1.5,True,0.0,True,True
526,1.5,True,0.0,True,True
527,1.5,True,0.0,True,True
528,1.5,True,0.0,True,True
529,1.5,True,0.0,True,True
530,1.5,True,0.0,True,True
531,1.5,True,0.0,True,True
532,1.5,True,0.0,True,True
533,1.5,True,0.0,True,True
534,1.5,True,0.0,True,True
535,1.5,True,0.0,True,True
536,1.5,True,0.0,True,True
537,1.5,True,0.0,True,True
538,1.5,True,0.0,True,True
539,1.5,True,0.0,True,True
540,1.5,True,0.0,True,True
541,1.5,True,0.0,True,True
542,1.5,True,0.0,True,True
543,1.5,True,0.0,True,True
544,1.5,True,0.0,True,True
545,1.5,True,0.0,True,True
546,1.5,True,0.0,True,True
547,1.5,True,0.0,True,True
548,1.5,True,0.0,True,True
549,1.5,True,0.0,True,True
550,1.5,True,0.0,True,True
551,1.5,True,0.0,True,True
552,1.5,True,0.0,True,True
553,1.5,True,0.0,True,True
554,1.5,True,0.0,True,True
555,1.5,True,0.0,True,True
556,1.5,True,0.0,True,True
557,1.5,True,0.0,True,True
558,1.5,True,0.0,True,True
559,1.5,True,0.0,True,True
560,1.5,True,0.0,True,True
561,1.5,True,0.0,True,True
562,1.5,True,0.0,True,True
563,1.5,True,0.0,True,True
564,1.5,True,0.0,True,True
565,1.5,True,0.0,True,True
566,1.5,True,0.0,True,True
567,1.5,True,0.0,True,True
568,1.5,True,0.0,True,True
569,1.5,True,0.0,True,True
570,1.5,True,0.0,True,True
571,1.5,True,0.0,True,True
572,1.5,True,0.0,True,True
573,1.5,True,0.0,True,True
574,1.5,True,0.0,True,True
575,1.5,True,0.0,True,True
576,1.5,True,0.0,True,True
577,1.5,True,0.0,True,True
578,1.5,True,0.0,True,True
579,1.5,True,0.0,True,True
580,1.5,True,0.0,True,True
581,1.5,True,0.0,True,True
582,1.5,True,0.0,True,True
583,1.5,True,0.0,True,True
584,1.5,True,0.0,True,True
585,1.5,True,0.0,True,True
586,1.5,True,0.0,True,True
587,1.5,True,0.0,True,True
588,1.5,True,0.0,True,True
589,1.5,True,0.0,True,True
590,1.5,True,0.0,True,True
591,1.5,True,0.0,True,True
592,1.5,True,0.0,True,True
593,1.5,True,0.0,True,True
594,1.5,True,0.0,True,True
595,1.5,True,0.0,True,True
596,1.5,True,0.0,True,True
